id,symbol,name,current_price,market_cap,total_volume,price_change_percentage_24h,categories,hashing_algorithm,genesis_date,sentiment_up,sentiment_down,developer_score,community_score,liquidity_score
agora-dollar,ausd,AUSD,0.999877,216362542,35439043.0,0.02152,,,,,,,,
build-on,b,BUILDon,0.215051,215560359,8681521.0,9.52168,,,,,,,,
1inch,1inch,1INCH,0.152812,213984582,10099118.0,-2.10439,,,,,,,,
stable-2,stable,​​Stable,0.01178923,212080670,148223784.0,-4.22064,,,,,,,,
polygon-bridged-wbtc-polygon-pos,wbtc,Polygon Bridged WBTC (Polygon POS),88193.0,210356679,1567747.0,0.24496,,,,,,,,
blockchain-capital,bcap,Blockchain Capital,23.01,209669674,0.0,0.0,,,,,,,,
monad,mon,Monad,0.01930781,209171602,141249967.0,3.83473,,,,,,,,
ultima,ultima,Ultima,5532.11,208910856,10370889.0,2.25612,,,,,,,,
loaded-lions,lion,Loaded Lions,0.00680597,208740215,728552.0,-1.49696,,,,,,,,
wrapped-avax,wavax,Wrapped AVAX,12.12,207191137,74800328.0,-1.36106,,,,,,,,
ecash,xec,eCash,1.032e-05,206619768,3714211.0,-1.99364,,,,,,,,
bitlight,light,Bitlight,4.75,205835687,94222980.0,40.35248,,,,,,,,
wefi,wfi,WeFi,2.68,205187831,2278169.0,0.7378,,,,,,,,
instadapp,fluid,Fluid,2.58,199698355,3196130.0,-3.96848,,,,,,,,
golem,glm,Golem,0.198488,198117286,13444586.0,-2.91177,,,,,,,,
thorchain,rune,THORChain,0.564152,197717748,23970709.0,-2.00362,,,,,,,,
cheems-token,cheems,Cheems Token,9.67815e-07,197335229,1342555.0,-3.14603,,,,,,,,
staked-cap-usd,stcusd,Staked Cap USD,1.04,195612207,8.2,0.21559,,,,,,,,
fasttoken,ftn,Fasttoken,0.449421,195398931,1525938.0,-65.88746,,,,,,,,
treehouse-eth,teth,Treehouse ETH,3657.44,194017334,185439.0,0.28936,,,,,,,,
zora,zora,Zora,0.0435368,192883302,31315159.0,-5.94353,,,,,,,,
walrus-2,wal,Walrus,0.125114,192802975,5581628.0,-2.7351,,,,,,,,
legacy-token,lgct,Legacy Token,0.109544,192538738,359229.0,-1.07472,,,,,,,,
eigenlayer,eigen,EigenCloud (prev. EigenLayer),0.387781,190444028,30771332.0,-3.05688,,,,,,,,
tradable-na-rent-financing-platform-sstn,pc0000031,Tradable NA Rent Financing Platform SSTN,1.0,189500000,0.0,0.0,,,,,,,,
ethena-staked-ena,sena,Ethena Staked ENA,0.20938,188986539,285837.0,-2.54495,,,,,,,,
lombard-protocol,bard,Lombard,0.838463,188234547,16611421.0,0.10508,,,,,,,,
mx-token,mx,MX,2.03,187823046,15284873.0,-0.61743,,,,,,,,
elrond-erd-2,egld,MultiversX,6.43,185777692,7277463.0,-3.3097,,,,,,,,
immutable-x,imx,Immutable,0.221073,182374791,14165660.0,-4.37717,,,,,,,,
apecoin,ape,ApeCoin,0.198682,180149683,12985403.0,-4.10611,,,,,,,,
cronos-bridged-usdc-cronos,usdc,Cronos Bridged USDC (Cronos),1.001,179562205,296114.0,0.26853,,,,,,,,
kamino,kmno,Kamino,0.050872,178691108,9916136.0,-1.0343,,,,,,,,
origintrail,trac,OriginTrail,0.394918,176992342,2748594.0,-4.04627,,,,,,,,
wemix-token,wemix,WEMIX,0.384738,176990194,1346034.0,-0.53146,,,,,,,,
wormhole,w,Wormhole,0.03433502,175357956,15027539.0,-3.06693,,,,,,,,
solv-protocol-solvbtc-bbn,xsolvbtc,Solv Protocol Staked BTC,86661.0,173909479,946.01,-0.49964,,,,,,,,
wrapped-aave-ethereum-usdt,waethusdt,Wrapped Aave Ethereum USDT,1.15,173644384,27804448.0,0.04072,,,,,,,,
infinifi-usd,iusd,InfiniFi USD,0.999411,172956337,372599.0,-0.05441,,,,,,,,
uchain-2,ucn,UCHAIN,1723.07,172310554,10956668.0,0.4542,,,,,,,,
staked-frax-ether,sfrxeth,Staked Frax Ether,3388.48,171668903,14436.41,0.24929,,,,,,,,
ribbita-by-virtuals,tibbir,Ribbita by Virtuals,0.171748,171287256,7414399.0,-2.45895,,,,,,,,
chain-2,xcn,Onyxcoin,0.00469027,170608198,7457285.0,-1.09218,,,,,,,,
theo-short-duration-us-treasury-fund,thbill,Theo Short Duration US Treasury Fund,1.014,166617007,1865447.0,0.14855,,,,,,,,
astherus-usdf,usdf,Aster USDF,0.998386,166233342,126176.0,0.02603,,,,,,,,
kite-2,kite,Kite,0.092041,165309006,31810407.0,0.58576,,,,,,,,
zero-gravity,0g,0G,0.774601,164930897,35911129.0,-2.55257,,,,,,,,
satoshi-stablecoin,satusd,Satoshi Stablecoin,0.994543,163597312,14845.49,0.00213,,,,,,,,
kraken-wrapped-btc,kbtc,Kraken Wrapped BTC,88400.0,163517439,204003.0,0.44397,,,,,,,,
bnb48-club-token,koge,KOGE,48.16,162233725,103513869.0,0.38899,,,,,,,,
quantum-resistant-ledger,qrl,Quantum Resistant Ledger,2.06,161026513,246988.0,2.10899,,,,,,,,
standx-dusd,dusd,StandX DUSD,0.999379,159691399,2788586.0,-0.25094,,,,,,,,
reserve-rights-token,rsr,Reserve Rights,0.00254036,157149423,9269814.0,-1.79182,,,,,,,,
alchemist-ai,alch,Alchemist AI,0.182439,155098140,26344385.0,2.35321,,,,,,,,
spiko-us-t-bills-money-market-fund,ustbl,Spiko US T-Bills Money Market Fund,1.069,155028879,49.95,0.0,,,,,,,,
convex-finance,cvx,Convex Finance,1.71,153711331,5830343.0,-1.44545,,,,,,,,
flare-bridged-xrp-flare,fxrp,Flare Bridged XRP (Flare),1.91,153684928,2283074.0,-0.79781,,,,,,,,
amp-token,amp,Amp,0.00180729,152338834,9425707.0,-1.7169,,,,,,,,
sosovalue,soso,SoSoValue,0.553515,152086141,6296670.0,0.35257,,,,,,,,
gusd,gusd,GUSD,0.99975,149791704,3811119.0,0.03968,,,,,,,,
aethir,ath,Aethir,0.00951326,149461448,14789609.0,-4.3468,,,,,,,,
dexe,dexe,DeXe,3.2,149010930,5222135.0,-4.54013,,,,,,,,
wrapped-pulse-wpls,wpls,Wrapped Pulse,1.714e-05,147257308,2504780.0,-0.98576,,,,,,,,
bedrock-btc,brbtc,Bedrock BTC,84636.0,147212405,0.0,0.0,,,,,,,,
safepal,sfp,SafePal,0.292841,146448893,2024408.0,-3.20301,,,,,,,,
jito-governance-token,jto,Jito,0.351252,145477951,17546784.0,-3.60999,,,,,,,,
livepeer,lpt,Livepeer,3.04,145458456,12163895.0,-2.92057,,,,,,,,
superfarm,super,SuperVerse,0.227757,144787448,42233866.0,2.01022,,,,,,,,
midas-mf-one,mf-one,Midas mF-ONE,1.043,144309117,0.0,0.01038,,,,,,,,
stasis-eurs,eurs,STASIS EURO,1.16,144149271,109511.0,0.58212,,,,,,,,
bitmart-token,bmx,BitMart,0.421515,143625541,6034591.0,-2.69457,,,,,,,,
origin-ether,oeth,Origin Ether,2976.51,142921674,141294.0,0.35483,,,,,,,,
tokenize-xchange,tkx,Tokenize Xchange,1.79,142630153,752.76,0.95815,,,,,,,,
axie-infinity,axs,Axie Infinity,0.845704,141466268,11405982.0,-3.26679,,,,,,,,
meta-2-2,meta,MetaDAO,6.37,141058554,1558084.0,-2.13072,,,,,,,,
soon-2,soon,SOON,0.367345,140578330,8227750.0,1.86189,,,,,,,,
beam-2,beam,Beam,0.00274626,140522824,7031847.0,-2.81833,,,,,,,,
havven,snx,Synthetix,0.409609,140474590,12545940.0,-3.42893,,,,,,,,
nxm,nxm,Nexus Mutual,73.36,139671954,0.0,0.37278,,,,,,,,
ravedao,rave,RaveDAO,0.600635,139041830,38316907.0,60.61615,,,,,,,,
binance-peg-sol,sol,Binance-Peg SOL,125.95,138004071,1615980.0,-0.25391,,,,,,,,
zencash,zen,Horizen,7.8,137612864,25170854.0,-1.55255,,,,,,,,
toshi,toshi,Toshi,0.00032687,137496421,11922112.0,-1.78922,,,,,,,,
wrapped-ethereum-sollet,soeth,Wrapped Ethereum (Sollet),283.61,137379942,3666.45,-2.62338,,,,,,,,
based-brett,brett,Brett,0.01384328,136827102,14316696.0,-3.59487,,,,,,,,
prometeus,prom,Prom,7.39,134857782,5839403.0,0.479,,,,,,,,
phantom-staked-sol,psol,Phantom Staked SOL,131.54,134717328,248608.0,-0.55911,,,,,,,,
concordium,ccd,Concordium,0.01137657,134111736,408631.0,-4.20307,,,,,,,,
bridged-usd-coin-starkgate,usdc,StarkGate Bridged USDC (Starknet),0.999747,133686693,241577.0,-0.0163,,,,,,,,
bianrensheng,币安人生,币安人生 (BinanceLife),0.133511,133312076,7983368.0,1.9965,,,,,,,,
qtum,qtum,Qtum,1.25,132490424,5794365.0,-3.81456,,,,,,,,
apollo-diversified-credit-securitize-fund,acred,Apollo Diversified Credit Securitize Fund,1081.86,131547334,0.0,0.01038,,,,,,,,
dydx-chain,dydx,dYdX,0.161135,130834813,5700499.0,-3.69332,,,,,,,,
zano,zano,Zano,8.67,130761633,1742061.0,0.27725,,,,,,,,
grass,grass,Grass,0.297028,129054255,18113675.0,-2.73931,,,,,,,,
gmt-token,gomining,GoMining Token,0.316591,128837336,11759831.0,-2.37699,,,,,,,,
coredaoorg,core,Core,0.124948,127108656,6861790.0,-3.17352,,,,,,,,
theta-fuel,tfuel,Theta Fuel,0.01769831,126725922,1416057.0,-1.98961,,,,,,,,
creditcoin-2,ctc,Creditcoin,0.248223,126400139,7470224.0,-4.82463,,,,,,,,
universal-btc,unibtc,Universal BTC,87802.0,125787424,133731.0,0.93177,,,,,,,,
conscious-token,conscious,Conscious Token,0.267369,125244569,2380446.0,-2.90146,,,,,,,,
wrapped-ether-linea,weth,Bridged Wrapped Ether (Linea),2983.05,124491833,2669828.0,0.16633,,,,,,,,
the-american-dream,dream,The American Dream,2.645e-05,124483578,14460.98,-3.02133,,,,,,,,
adi-token,adi,ADI,1.28,124273689,72812427.0,4.81691,,,,,,,,
dola-usd,dola,DOLA,0.997391,123662124,680202.0,0.01561,,,,,,,,
kusama,ksm,Kusama,7.06,123198061,29657731.0,0.76192,,,,,,,,
four,form,Four,0.320874,122630143,7570630.0,-7.41414,,,,,,,,
resolv-rlp,rlp,Resolv Liquidity Provider Token,1.27,122547180,156691.0,0.12701,,,,,,,,
ozone-chain,ozo,Ozone Chain,0.132667,122530620,201378.0,1.45203,,,,,,,,
etherfi-weeths,weeths,ether.fi weETHs,3102.99,122109633,133063.0,0.31226,,,,,,,,
rollbit-coin,rlb,Rollbit Coin,0.066834,121337398,243845.0,2.15171,,,,,,,,
pleasing-usd,pusd,Pleasing USD,1.002,120280184,0.0,0.0,,,,,,,,
railgun,rail,Railgun,2.08,119631163,1637807.0,-0.37234,,,,,,,,
kaito,kaito,KAITO,0.49473,119369795,8370971.0,-4.62169,,,,,,,,
polygon-bridged-weeth-katana,weeth,Polygon Bridged weETH (Katana),3236.62,118862098,48928.0,0.64563,,,,,,,,
super-oeth,superoeth,Super OETH,2977.22,118344716,246808.0,0.1812,,,,,,,,
yearn-finance,yfi,yearn.finance,3367.43,118208526,10525009.0,-0.53178,,,,,,,,
turbo,turbo,Turbo,0.00171048,117981726,20989419.0,-3.1918,,,,,,,,
aioz-network,aioz,AIOZ Network,0.097601,117686080,5883224.0,-1.65524,,,,,,,,
shuffle-2,shfl,Shuffle,0.327443,117665792,444475.0,-4.24994,,,,,,,,
gas,gas,Gas,1.81,116965981,5306879.0,-1.47728,,,,,,,,
crypto-com-staked-eth,cdceth,Crypto.com Staked ETH,3171.15,115357832,4574.83,0.95919,,,,,,,,
gaib-ai-dollar-alpha-usdc,aidausdc,Gaib AI Dollar Alpha USDC,0.99845,114595062,79.68,,,,,,,,,
rekt-4,rekt,Rekt,2.71399e-07,114182570,926147.0,-1.19967,,,,,,,,
mag7-ssi,mag7.ssi,MAG7.ssi,0.676131,114142074,444213.0,-0.30979,,,,,,,,
staked-trx,strx,Staked TRX,0.36303,113859212,2320331.0,2.23361,,,,,,,,
nervos-network,ckb,Nervos Network,0.0023766,113641897,4609085.0,-2.56495,,,,,,,,
payfi-strategy-token-usdc,pstusdc,PayFi Strategy Token USDC,1.069,112951017,209172.0,-0.01313,,,,,,,,
keeta,kta,Keeta,0.239857,110894888,3599552.0,-3.14497,,,,,,,,
meteora,met,Meteora,0.227966,110226247,15613317.0,-0.64079,,,,,,,,
velo,velo,Velo,0.00628678,110099914,11648590.0,0.7631,,,,,,,,
linea,linea,Linea,0.00645005,109257526,26454595.0,-2.10682,,,,,,,,
anzen-usdz,usdz,Anzen USDz,0.991817,109077340,18913.72,0.5407,,,,,,,,
ravencoin,rvn,Ravencoin,0.0068495,109060347,4927460.0,-2.82592,,,,,,,,
compound-wrapped-btc,cwbtc,cWBTC,1774.27,109006470,0.0,0.26558,,,,,,,,
frax-usd,frxusd,Frax USD,1.0,108897825,1437669.0,0.11172,,,,,,,,
bitkub-coin,kub,KUB Coin,1.22,108684190,174343.0,-1.31171,,,,,,,,
coinex-token,cet,CoinEx,0.0420597,108660187,81866.0,-2.34386,,,,,,,,
reserve-protocol-eth-plus,eth+,ETHPlus,3176.04,108224441,537730.0,0.27116,,,,,,,,
cow-protocol,cow,CoW Protocol,0.197304,107353197,6470214.0,-0.87013,,,,,,,,
stp-network,awe,AWE Network,0.055038,106765960,7329548.0,-0.46042,,,,,,,,
usda-3,usda,USDA,0.998061,105730990,26424137.0,17.67675,,,,,,,,
aleo,aleo,ALEO,0.139893,104309770,9641727.0,12.62635,,,,,,,,
wrapped-aave-ethereum-weth,waethweth,Wrapped Aave Ethereum WETH,3154.96,104302050,23061.0,0.24557,,,,,,,,
arkham,arkm,Arkham,0.189493,104138122,17301495.0,-2.80332,,,,,,,,
ronin,ron,Ronin,0.143795,103758237,2748317.0,-4.47876,,,,,,,,
ether-fi-staked-btc,ebtc,Ether.fi Staked BTC,89957.0,103636938,38.6,2.84565,,,,,,,,
akash-network,akt,Akash Network,0.366583,103525707,2712390.0,-2.40746,,,,,,,,
unibase,ub,Unibase,0.04142944,103437957,17538084.0,4.42527,,,,,,,,
baby-doge-coin,babydoge,Baby Doge Coin,5.85388e-10,102914580,4482754.0,-2.73282,,,,,,,,
0x,zrx,0x Protocol,0.11913,100933596,11579787.0,-2.25961,,,,,,,,
digibyte,dgb,DigiByte,0.00559126,100886993,1759106.0,-2.45547,,,,,,,,
tradable-singapore-fintech-ssl-2,pc0000023,Tradable Singapore Fintech SSL,1.0,100846154,0.0,0.0,,,,,,,,
ring-usd,usdr,Ring USD,1.001,100488850,6469.28,0.17753,,,,,,,,
dog-go-to-the-moon-rune,dog,Dog (Bitcoin),0.00099978,99998987,1667254.0,-2.66734,,,,,,,,
qusdt,qusdt,QOM One Bridged USDT (QL1),0.999588,99958824,3.86,0.00865,,,,,,,,
eos,eos,EOS,0.161703,99820045,74115.0,0.59402,,,,,,,,
threshold-network-token,t,Threshold Network,0.00894133,99721638,2620668.0,-3.08241,,,,,,,,
c8ntinuum,ctm,c8ntinuum,0.120986,99457614,1095322.0,-0.55935,,,,,,,,
mnee-usd-stablecoin,mnee,MNEE USD Stablecoin,0.9985,99252996,82394.0,0.00997,,,,,,,,
savings-xdai,sdai,Savings xDAI,1.22,98183094,626759.0,0.08146,,,,,,,,
cash-4,cash,CASH,0.999871,96100995,3927311.0,0.01868,,,,,,,,
mina-protocol,mina,Mina Protocol,0.075603,95678006,4891883.0,-3.19841,,,,,,,,
wrapped-savings-rusd,wsrusd,Wrapped Savings rUSD,1.05,95646886,7.21,,,,,,,,,
agentfun-ai,agentfun,AgentFun.AI,0.955439,95509548,440.25,-1.61175,,,,,,,,
ai-companions,aic,AI Companions,0.094637,94730715,2420062.0,-0.39397,,,,,,,,
tdccp,tdccp,TDCCP,0.147806,94571303,570488.0,-2.27487,,,,,,,,
melania-meme,melania,Melania Meme,0.107466,94455222,3507827.0,-0.35789,,,,,,,,
compound-ether,ceth,cETH,59.97,94264975,103.48,0.22967,,,,,,,,
avant-usd,avusd,Avant USD,0.998061,94197672,471131.0,-0.2194,,,,,,,,
vethor-token,vtho,VeThor,0.00096976,93801135,91669638.0,17.69171,,,,,,,,
nano,xno,Nano,0.70392,93566362,1021273.0,-2.40204,,,,,,,,
edu-coin,edu,Open Campus,0.146848,93008509,5091841.0,-0.38274,,,,,,,,
temple,temple,TempleDAO,3.92,92876848,4.46,0.01,,,,,,,,
movement,move,Movement,0.03289691,92117999,12256739.0,-4.7806,,,,,,,,
burnedfi,burn,BurnedFi,7.43,92059717,775107.0,-0.67486,,,,,,,,
venom,venom,Venom,0.04322819,91859439,1029832.0,0.46374,,,,,,,,
axelar,axl,Axelar,0.084025,91591455,9625608.0,-6.01707,,,,,,,,
novem-pro,nvm,Novem Pro,0.417554,91261031,297581.0,0.28877,,,,,,,,
coca,coca,COCA,0.795199,90525025,370907.0,0.36114,,,,,,,,
glue,wglue,Wrapped Glue,0.091527,90431533,1436.15,0.00025,,,,,,,,
renzo-restaked-lst,pzeth,Renzo Restaked LST,3587.38,90236514,1408.8,-0.43988,,,,,,,,
river,river,River,4.55,89546509,16178729.0,7.66378,,,,,,,,
bridged-usd-coin-linea,usdc,Linea Bridged USDC (Linea),0.999288,89060200,2470070.0,0.04703,,,,,,,,
impossible-cloud-network-token,icnt,Impossible Cloud Network Token,0.362749,88872677,12317084.0,-22.9439,,,,,,,,
babypie-wrapped-btc,mbtc,Babypie Wrapped BTC,88011.0,88709065,177.63,,,,,,,,,
safe,safe,Safe,0.131849,88625927,6894006.0,-2.32482,,,,,,,,
zilliqa,zil,Zilliqa,0.00452342,88565251,8144419.0,-3.39435,,,,,,,,
cronos-bridged-usdt-cronos,usdt,Cronos Bridged USDT (Cronos),0.999634,87784354,85097.0,0.04758,,,,,,,,
zignaly,zig,ZIGChain,0.061913,87234183,3418320.0,-0.98922,,,,,,,,
openeden-open-dollar,usdo,OpenEden OpenDollar,0.998024,86531761,628.15,0.04566,,,,,,,,
nexpace,nxpc,Nexpace,0.378448,86347645,8426407.0,-2.46812,,,,,,,,
staked-hype,sthype,Staked HYPE,24.29,86217822,11487.4,-2.46165,,,,,,,,
metal-blockchain,metal,Metal Blockchain,0.16879,85667968,669751.0,2.45422,,,,,,,,
vaneck-treasury-fund,vbill,VanEck Treasury Fund,1.0,85271756,0.0,0.0,,,,,,,,
comedian,ban,Comedian,0.084992,85121457,9262055.0,-3.28291,,,,,,,,
pleasing-gold,pgold,Pleasing Gold,4350.96,84865378,0.0,0.0,,,,,,,,
deep,deep,DeepBook,0.03407825,84778112,14308773.0,-3.25987,,,,,,,,
sad-coin,sad,Sad Coin,0.081743,84673098,2651633.0,-4.33157,,,,,,,,
chainopera-ai,coai,ChainOpera AI,0.430488,84571746,9848003.0,-1.87965,,,,,,,,
vicicoin,vcnt,ViciCoin,17.23,84443243,122288.0,-0.42607,,,,,,,,
kava,kava,Kava,0.077967,84284964,6036571.0,-1.96428,,,,,,,,
hashkey-ecopoints,hsk,HashKey Platform Token,0.256561,84166380,489965.0,-1.03759,,,,,,,,
avant-staked-usd,savusd,Avant Staked USD,1.13,84043977,210568.0,-0.40132,,,,,,,,
holotoken,hot,Holo,0.00047372,83964294,3302727.0,-1.81784,,,,,,,,
zetachain,zeta,ZetaChain,0.071645,83771127,5034760.0,-3.48931,,,,,,,,
staked-usd1,susd1+,staked USD1+,1.014,83681114,12.04,-0.00801,,,,,,,,
gmx,gmx,GMX,8.06,83505334,5389819.0,-0.29298,,,,,,,,
niza-global-2,niza,Niza Global,0.073046,83326841,320663.0,4.40753,,,,,,,,
vana,vana,Vana,2.7,83241835,5328433.0,-2.22032,,,,,,,,
astar,astr,Astar,0.01009161,83186224,5140894.0,-0.92396,,,,,,,,
mog-coin,mog,Mog Coin,2.12171e-07,82756057,5899085.0,-1.97506,,,,,,,,
sentismai,sentis,SentismAI,0.419861,82283531,128194382.0,-4.66852,,,,,,,,
qubic-network,qubic,Qubic,6.29968e-07,81976572,1896566.0,2.61981,,,,,,,,
vvs-finance,vvs,VVS Finance,1.91e-06,81733195,171988.0,-1.71227,,,,,,,,
magic-eden,me,Magic Eden,0.217764,80963523,6414560.0,-2.84244,,,,,,,,
moonwell-flagship-eth-morpho-vault,mweth,Moonwell Flagship ETH (Morpho Vault),2669.72,80198247,90.37,-12.54729,,,,,,,,
midas-mhyper,mhyper,Midas mHYPER,1.064,80105550,3118.16,0.0,,,,,,,,
non-playable-coin,npc,Non-Playable Coin,0.00995479,80102347,4138039.0,-4.66549,,,,,,,,
ordinals,ordi,ORDI,3.83,80099883,15037540.0,-4.279,,,,,,,,
ini,ini,INI,0.12934,80000852,1237291.0,-0.20591,,,,,,,,
proton,xpr,XPR Network,0.00283071,79683037,1861386.0,-0.85189,,,,,,,,
sushi,sushi,Sushi,0.29192,79581943,15854039.0,-1.9308,,,,,,,,
berachain-bera,bera,Berachain,0.576788,79370499,13929274.0,-4.05666,,,,,,,,
mocaverse,moca,Moca Network,0.02003159,79102044,5704523.0,-1.8742,,,,,,,,
popcat,popcat,Popcat,0.080538,78862132,8870252.0,-1.98398,,,,,,,,
vaultbridge-bridged-wbtc-katana,vbwbtc,VaultBridge Bridged WBTC (Katana),88157.0,78828227,403326.0,0.17888,,,,,,,,
verge,xvg,Verge,0.00478274,78794570,4897582.0,-4.83578,,,,,,,,
debridge,dbr,deBridge,0.01902654,78465190,5856245.0,-3.31828,,,,,,,,
siacoin,sc,Siacoin,0.0013961,78198448,4211032.0,-0.92731,,,,,,,,
request-network,req,Request,0.104586,77847198,2553420.0,-0.94768,,,,,,,,
mantra-dao,om,MANTRA,0.068049,77748706,25103467.0,-4.28711,,,,,,,,
susda,susda,sUSDa,1.009,77507663,0.0,0.0,,,,,,,,
coco-2,coco,coco,0.077318,77284719,1817754.0,6.31016,,,,,,,,
luxxcoin,lux,Luxxcoin,0.0007707,77071574,510234.0,1.33803,,,,,,,,
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,1.17,76986736,5417723.0,0.01099,,,,,,,,
bc-token,bc,BCGame Coin,0.00766397,76574771,745.61,-1.2847,,,,,,,,
swop-2,swop,Swop,0.00765439,76543929,68.48,,,,,,,,,
gama-token,gama,Gama Token,0.764393,76459747,322704.0,0.0,,,,,,,,
pieverse,pieverse,Pieverse,0.413964,76454845,26295888.0,1.82472,,,,,,,,
jelly-my-jelly,jellyjelly,Jelly-My-Jelly,0.076338,76242193,10896215.0,-1.85251,,,,,,,,
verus-coin,vrsc,Verus,0.955453,76153173,1532.47,1.85561,,,,,,,,
felix-feusd,feusd,Felix feUSD,1.009,75627489,93781.0,-0.09844,,,,,,,,
cat-in-a-dogs-world,mew,cat in a dogs world,0.00084715,75177291,14801335.0,-2.6177,,,,,,,,
terra-luna-2,luna,Terra,0.108821,74964952,68944357.0,1.50298,,,,,,,,
drift-protocol,drift,Drift Protocol,0.151552,74850584,7540481.0,-5.67022,,,,,,,,
oasis-network,rose,Oasis,0.00998452,74671391,2548680.0,-4.61129,,,,,,,,
onfa,oft,ONFA,0.677153,74055433,867113.0,-2.09575,,,,,,,,
bio-protocol,bio,Bio Protocol,0.04187917,73961449,15119599.0,-3.32761,,,,,,,,
blur,blur,Blur,0.02785002,73777950,7032203.0,-4.01934,,,,,,,,
compounding-open-dollar,cusdo,Compounding OpenDollar,1.034,73687819,29791.0,0.12287,,,,,,,,
tominet,tomi,TOMI,5.11762e-07,72869749,63084.0,32.78873,,,,,,,,
snek,snek,Snek,0.00098079,72859178,3910929.0,-11.18913,,,,,,,,
numeraire,nmr,Numeraire,9.09,72735828,6209629.0,-0.87272,,,,,,,,
xyo-network,xyo,XYO Network,0.00519858,72410709,9973301.0,-2.44916,,,,,,,,
chutes,sn64,Chutes,18.68,72241827,405476.0,-4.16431,,,,,,,,
succinct,prove,Succinct,0.371734,72217769,7978441.0,-4.689,,,,,,,,
puff-the-dragon,puff,Puff The Dragon,0.081272,72175602,32254.0,0.03911,,,,,,,,
okx-wrapped-btc,xbtc,OKX Wrapped BTC,88514.0,71991293,4654652.0,0.49152,,,,,,,,
hastra-wrapped-ylds,wylds,Hastra Wrapped YLDS,0.999598,71958802,124.31,-0.01135,,,,,,,,
aelf,elf,aelf,0.088063,71902171,8299777.0,-1.48719,,,,,,,,
bridged-wrapped-ether-starkgate,eth,Bridged Ether (StarkGate),2978.42,71478206,1058379.0,0.25089,,,,,,,,
centrifuge-2,cfg,Centrifuge,0.124495,71397815,530111.0,-2.87752,,,,,,,,
chia,xch,Chia,4.9,71376229,4295296.0,-1.58875,,,,,,,,
moo-deng,moodeng,Moo Deng,0.072106,71271297,21058984.0,-2.72249,,,,,,,,
celo,celo,Celo,0.12046,70847033,7073855.0,-5.23842,,,,,,,,
l2-standard-bridged-weth-optimism,weth,L2 Standard Bridged WETH (Optimism),2978.16,70718040,6600194.0,-0.13382,,,,,,,,
loopring,lrc,Loopring,0.056325,70142105,8020591.0,-4.66305,,,,,,,,
re-protocol-reusd,reusd,Re Protocol reUSD,1.049,70062397,573400.0,-0.05805,,,,,,,,
hastra-prime,prime,PRIME,1.006,69555917,516790.0,0.01009,,,,,,,,
slash-vision-labs,svl,Slash Vision Labs,0.03151368,69463605,390854.0,11.00409,,,,,,,,
peanut-the-squirrel,pnut,Peanut the Squirrel,0.069503,69357237,15173639.0,-5.6848,,,,,,,,
venus,xvs,Venus,4.14,69313446,3773016.0,-3.11215,,,,,,,,
yooldo-games,esports,Yooldo Games,0.455064,68971417,66992261.0,-4.47491,,,,,,,,
pay-coin,pci,Paycoin,0.067409,68926712,209535.0,0.18353,,,,,,,,
mindwavedao,nila,MindWaveDAO,0.081031,68401878,290995.0,0.23885,,,,,,,,
wrapped-centrifuge,wcfg,Wrapped Centrifuge,0.125998,68317958,3095.95,-2.02701,,,,,,,,
irys,irys,Irys,0.03400573,67993948,9357351.0,0.29416,,,,,,,,
stargate-bridged-usdc,usdc.e,Stargate Bridged USDC,0.999901,67458309,2681082.0,0.04661,,,,,,,,
pumpbtc,pumpbtc,pumpBTC,86878.0,67378785,30.19,1.39266,,,,,,,,
waves,waves,Waves,0.672832,67231915,8555489.0,-0.37788,,,,,,,,
matrixdock-gold,xaum,Matrixdock Gold,4349.07,67105518,37370.0,0.02039,,,,,,,,
omni-network,omni,Omni Network [Old],1.33,66746177,18257.0,-0.54842,,,,,,,,
binance-peg-shib,shib,Binance-Peg SHIB,7.25e-06,66740651,10510.92,-2.57261,,,,,,,,
iotex,iotx,IoTeX,0.00706587,66661999,3446156.0,-4.07097,,,,,,,,
bridged-wrapped-steth-gnosis,wsteth,Bridged Wrapped stETH (Gnosis),3635.48,66627392,618071.0,-0.25388,,,,,,,,
quantixai,qai,QuantixAI,82.59,66394940,8461670.0,-0.0103,,,,,,,,
sahara-ai,sahara,Sahara AI,0.02690572,66184562,11252306.0,-5.17237,,,,,,,,
giggle-fund,giggle,Giggle Fund,66.36,66158743,41877979.0,-4.66255,,,,,,,,
mbg-by-multibank-group,mbg,MBG By Multibank Group,0.50678,66095017,6893126.0,-0.45438,,,,,,,,
atomone,atone,AtomOne,0.550265,65167999,17204.61,-5.24266,,,,,,,,
casper-network,cspr,Casper Network,0.00473725,65056034,3212625.0,-1.66767,,,,,,,,
orca,orca,Orca,1.069,64345965,8848414.0,-1.75772,,,,,,,,
ankr,ankr,Ankr Network,0.00643581,64222435,4384950.0,-2.1681,,,,,,,,
earnausd,earnausd,earnAUSD,1.001,64088151,986954.0,-0.06757,,,,,,,,
recall,recall,Recall,0.088163,63658754,10263075.0,-3.34969,,,,,,,,
dfdv-staked-sol,dfdvsol,DFDV Staked SOL,126.06,63623490,1.086,,,,,,,,,
stargate-bridged-weth,weth,Stargate Bridged WETH,2986.63,63515788,1956872.0,0.27602,,,,,,,,
